jugg_price_rank,internal_player_id,fantasypros_id,player_name,position,nfl_team,expected_jugg_price_if_drafted,uncalibrated_model_price,price_range_low,price_range_high,range_basis,draft_probability,draft_likelihood,espn_salary_cap_value,adp_espn,adp_yahoo,projected_points_jugg,prior_jugg_salary,missing_inputs
144,nfl:def:GB,8110,Green Bay Packers,DEF,GB,2.9,2.9,1.1,4.8,historical_forward_error_p80:DEF,0.1527,unlikely,0,194.0,216.0,99.09,,prior_jugg_salary
145,nfl:gsis:00-0040236,27131,Kyle Monangai,RB,CHI,2.9,2.9,1.0,9.0,historical_forward_error_p80:RB,0.6152,likely,2,118.0,105.0,133.394,,prior_jugg_salary
146,nfl:gsis:00-0038606,23106,Parker Washington,WR,JAX,2.9,2.9,1.0,10.0,historical_forward_error_p80:WR,0.8284,very_likely,6,83.0,77.0,121.803,,prior_jugg_salary
147,nfl:gsis:00-0038555,22908,Tank Bigsby,RB,PHI,2.9,2.8,1.0,8.9,historical_forward_error_p80:RB,0.122,unlikely,0,202.0,188.0,78.354,1,
148,nfl:gsis:00-0031610,14104,Darren Waller,TE,CAR,2.8,2.8,1.0,7.6,historical_forward_error_p80:TE,0.005,unlikely,0,,,72.447,9,adp_espn;adp_yahoo
149,nfl:gsis:00-0033881,16411,Evan Engram,TE,DEN,2.8,2.8,1.0,7.6,historical_forward_error_p80:TE,0.005,unlikely,0,,,63.692,1,adp_espn;adp_yahoo
150,nfl:def:JAX,8140,Jacksonville Jaguars,DEF,JAX,2.8,2.8,1.0,4.7,historical_forward_error_p80:DEF,0.1705,unlikely,0,187.0,215.0,103.9,,prior_jugg_salary
151,nfl:gsis:00-0037834,19797,Brock Purdy,QB,SF,2.7,2.7,1.0,7.5,historical_forward_error_p80:QB,0.6066,likely,4,95.0,95.0,335.233,1,
152,nfl:gsis:00-0037263,24172,Tyler Allgeier,RB,ARI,2.7,2.7,1.0,8.8,historical_forward_error_p80:RB,0.2226,long_shot,0,165.0,181.0,81.541,,prior_jugg_salary
153,nfl:gsis:00-0039893,23000,Brian Thomas Jr.,WR,JAX,2.6,2.5,1.0,9.7,historical_forward_error_p80:WR,0.7727,likely,4,97.0,78.0,123.047,38,
154,nfl:gsis:00-0040162,27102,Dylan Sampson,RB,CLE,2.6,2.6,1.0,8.7,historical_forward_error_p80:RB,0.0478,unlikely,0,,,73.101,1,adp_espn;adp_yahoo
155,nfl:gsis:00-0041013,28107,Emmett Johnson,RB,KC,2.6,2.6,1.0,8.7,historical_forward_error_p80:RB,0.1331,unlikely,0,,162.0,29.5,,adp_espn;prior_jugg_salary
156,nfl:gsis:00-0040242,27316,Jacory Croskey-Merritt,RB,WAS,2.6,2.6,1.0,8.7,historical_forward_error_p80:RB,0.5799,bubble,2,123.0,111.0,135.002,,prior_jugg_salary
157,nfl:gsis:00-0039344,26148,Jonathon Brooks,RB,CAR,2.6,2.6,1.0,8.7,historical_forward_error_p80:RB,0.763,likely,3,103.0,91.0,134.527,2,
158,nfl:gsis:00-0036040,19562,Juwan Johnson,TE,NO,2.6,2.6,1.0,7.3,historical_forward_error_p80:TE,0.1724,unlikely,0,163.0,156.0,90.045,,prior_jugg_salary
159,nfl:gsis:00-0040730,27142,RJ Harvey,RB,DEN,2.6,2.5,1.0,8.6,historical_forward_error_p80:RB,0.5728,bubble,1,130.0,104.0,116.213,9,
160,nfl:gsis:00-0033526,16423,Samaje Perine,RB,CIN,2.6,2.5,1.0,8.6,historical_forward_error_p80:RB,0.0582,unlikely,0,,,78.249,2,adp_espn;adp_yahoo
161,nfl:gsis:00-0036919,23310,Kenny Gainwell,RB,TB,2.5,2.4,1.0,8.5,historical_forward_error_p80:RB,0.6309,likely,2,105.0,123.0,121.804,,prior_jugg_salary
162,nfl:gsis:00-0036893,19302,Najee Harris,RB,NYG,2.5,2.4,1.0,8.5,historical_forward_error_p80:RB,0.0459,unlikely,0,,,63.339,1,adp_espn;adp_yahoo
163,nfl:gsis:00-0035640,18219,DK Metcalf,WR,PIT,2.4,2.3,1.0,9.5,historical_forward_error_p80:WR,0.9164,very_likely,7,74.0,83.0,130.967,5,
164,nfl:gsis:00-0033885,16399,David Njoku,TE,LAC,2.4,2.4,1.0,7.1,historical_forward_error_p80:TE,0.0965,unlikely,0,216.0,141.0,65.138,1,
165,nfl:def:LAR,8280,Los Angeles Rams,DEF,LAR,2.4,2.3,1.0,4.2,historical_forward_error_p80:DEF,0.8516,very_likely,1,100.0,86.0,111.27,1,
166,nfl:def:PIT,8240,Pittsburgh Steelers,DEF,PIT,2.4,2.3,1.0,4.2,historical_forward_error_p80:DEF,0.421,bubble,1,109.0,211.0,115.73,2,
167,nfl:gsis:00-0031136,13029,Chris Boswell,K,PIT,2.3,2.3,1.0,4.9,historical_forward_error_p80:K,0.3239,long_shot,0,167.0,212.0,118.33,1,
168,nfl:gsis:00-0034348,17253,Courtland Sutton,WR,DEN,2.3,2.3,1.0,9.4,historical_forward_error_p80:WR,0.9008,very_likely,10,69.0,103.0,131.192,15,
169,nfl:gsis:00-0033106,15501,Jared Goff,QB,DET,2.3,2.3,1.0,7.1,historical_forward_error_p80:QB,0.3428,long_shot,1,132.0,117.0,319.467,1,
170,nfl:gsis:00-0033873,16413,Patrick Mahomes II,QB,KC,2.3,2.3,1.0,7.0,historical_forward_error_p80:QB,0.6134,likely,3,98.0,100.0,330.13,9,
171,nfl:gsis:00-0036162,19760,Tyler Bass,K,BUF,2.3,2.3,1.0,4.8,historical_forward_error_p80:K,0.8346,very_likely,,214.0,210.0,123.58,1,espn_salary_cap_value
172,nfl:gsis:00-0039165,23152,Zach Charbonnet,RB,SEA,2.3,2.3,1.0,8.4,historical_forward_error_p80:RB,0.2914,long_shot,1,152.0,180.0,103.286,14,
173,nfl:def:DEN,8090,Denver Broncos,DEF,DEN,2.2,2.2,1.0,4.0,historical_forward_error_p80:DEF,0.8939,very_likely,1,89.0,101.0,122.24,2,
174,nfl:gsis:00-0037838,23781,Isaiah Likely,TE,NYG,2.2,2.2,1.0,6.9,historical_forward_error_p80:TE,0.4519,bubble,2,119.0,110.0,102.191,,prior_jugg_salary
175,nfl:gsis:00-0039491,26403,Jalen Coker,WR,CAR,2.2,2.2,1.0,9.3,historical_forward_error_p80:WR,0.0992,unlikely,1,160.0,205.0,97.078,,prior_jugg_salary
176,nfl:gsis:00-0037816,23794,Romeo Doubs,WR,NE,2.2,2.2,1.0,9.4,historical_forward_error_p80:WR,0.1407,unlikely,1,148.0,201.0,106.583,,prior_jugg_salary
177,nfl:gsis:00-0033293,16673,Aaron Jones Sr.,RB,MIN,2.1,2.1,1.0,8.2,historical_forward_error_p80:RB,0.5238,bubble,1,120.0,136.0,120.489,6,
178,nfl:def:BAL,8020,Baltimore Ravens,DEF,BAL,2.1,2.0,1.0,3.9,historical_forward_error_p80:DEF,0.3227,long_shot,1,127.0,217.0,105.28,1,
179,nfl:gsis:00-0039738,23013,Blake Corum,RB,LAR,2.1,2.0,1.0,8.1,historical_forward_error_p80:RB,0.6246,likely,2,125.0,97.0,126.627,2,
180,nfl:gsis:00-0041037,27339,Denzel Boston,WR,CLE,2.1,2.1,1.0,9.2,historical_forward_error_p80:WR,0.09,unlikely,0,176.0,198.0,95.863,,prior_jugg_salary
181,nfl:gsis:00-0037291,24177,Jalen Nailor,WR,LV,2.1,2.0,1.0,9.2,historical_forward_error_p80:WR,0.0407,unlikely,0,,184.0,83.529,,adp_espn;prior_jugg_salary
182,nfl:gsis:00-0038933,25247,Dalton Kincaid,TE,BUF,2.0,2.0,1.0,6.7,historical_forward_error_p80:TE,0.5173,bubble,2,121.0,96.0,103.099,11,
183,nfl:gsis:00-0034383,17349,Dalton Schultz,TE,HOU,2.0,2.0,1.0,6.8,historical_forward_error_p80:TE,0.1179,unlikely,0,190.0,165.0,82.514,6,
184,nfl:gsis:00-0035229,18290,T.J. Hockenson,TE,MIN,2.0,1.9,1.0,6.7,historical_forward_error_p80:TE,0.2462,long_shot,0,129.0,175.0,76.727,6,
185,nfl:gsis:00-0037197,24333,Isiah Pacheco,RB,DET,1.9,1.9,1.0,8.0,historical_forward_error_p80:RB,0.3462,long_shot,0,164.0,153.0,102.799,17,
186,nfl:gsis:00-0040878,28108,Mike Washington Jr.,RB,LV,1.9,1.9,1.0,8.0,historical_forward_error_p80:RB,0.3598,long_shot,0,166.0,131.0,83.22,,prior_jugg_salary
187,nfl:gsis:00-0037664,23791,Alec Pierce,WR,IND,1.8,1.8,1.0,9.0,historical_forward_error_p80:WR,0.7564,likely,6,91.0,89.0,135.744,,prior_jugg_salary
188,nfl:def:ATL,8010,Atlanta Falcons,DEF,ATL,1.8,1.8,1.0,3.6,historical_forward_error_p80:DEF,0.7169,likely,,,203.0,105.59,,espn_salary_cap_value;adp_espn;prior_jugg_salary
189,nfl:def:DET,8100,Detroit Lions,DEF,DET,1.8,1.8,1.0,3.7,historical_forward_error_p80:DEF,0.2615,long_shot,1,150.0,214.0,111.39,1,
190,nfl:gsis:00-0038608,22989,Kayshon Boutte,WR,HOU,1.8,1.7,1.0,8.9,historical_forward_error_p80:WR,0.005,unlikely,0,,,81.826,,adp_espn;adp_yahoo;prior_jugg_salary
191,nfl:gsis:00-0041523,28135,Caleb Douglas,WR,MIA,1.7,1.7,1.0,8.8,historical_forward_error_p80:WR,0.005,unlikely,0,217.0,,65.388,,adp_yahoo;prior_jugg_salary
192,nfl:gsis:00-0037224,23901,Cameron Dicker,K,LAC,1.7,1.7,1.0,4.2,historical_forward_error_p80:K,0.8711,very_likely,1,99.0,135.0,142.73,3,
193,nfl:gsis:00-0039424,26409,Devaughn Vele,WR,NO,1.7,1.7,1.0,8.8,historical_forward_error_p80:WR,0.005,unlikely,0,,,78.51,,adp_espn;adp_yahoo;prior_jugg_salary
194,nfl:gsis:00-0033303,16712,Harrison Butker,K,KC,1.7,1.7,1.0,4.2,historical_forward_error_p80:K,0.4691,bubble,1,141.0,196.0,131.95,3,
195,nfl:gsis:00-0031492,14003,Jason Myers,K,SEA,1.7,1.7,1.0,4.2,historical_forward_error_p80:K,0.7823,likely,1,111.0,134.0,150.42,1,
196,nfl:gsis:00-0040586,24344,Jaydon Blue,RB,DAL,1.7,1.7,1.0,7.8,historical_forward_error_p80:RB,0.1809,unlikely,0,,149.0,45.934,1,adp_espn
197,nfl:gsis:00-0041032,26055,Kenyon Sadiq,TE,NYJ,1.7,1.7,1.0,6.5,historical_forward_error_p80:TE,0.1617,unlikely,2,147.0,185.0,76.282,,prior_jugg_salary
198,nfl:gsis:00-0030565,11687,Geno Smith,QB,NYJ,1.6,1.6,1.0,6.3,historical_forward_error_p80:QB,0.005,unlikely,0,,,256.987,,adp_espn;adp_yahoo;prior_jugg_salary
199,nfl:gsis:00-0038041,22718,Jake Ferguson,TE,DAL,1.6,1.6,1.0,6.3,historical_forward_error_p80:TE,0.5028,bubble,2,102.0,120.0,93.52,1,
200,nfl:gsis:00-0034869,17236,Sam Darnold,QB,SEA,1.6,1.6,1.0,6.3,historical_forward_error_p80:QB,0.2425,long_shot,0,162.0,133.0,293.971,,prior_jugg_salary
201,nfl:gsis:00-0041040,25418,Antonio Williams,WR,WAS,1.5,1.5,1.0,8.6,historical_forward_error_p80:WR,0.005,unlikely,0,,,68.68,,adp_espn;adp_yahoo;prior_jugg_salary
202,nfl:gsis:00-0041561,22953,Carson Beck,QB,ARI,1.5,1.5,1.0,6.3,historical_forward_error_p80:QB,0.005,unlikely,0,329.0,,25.421,,adp_yahoo;prior_jugg_salary
203,nfl:gsis:00-0038393,24354,Dontayvion Wicks,WR,PHI,1.5,1.5,1.0,8.6,historical_forward_error_p80:WR,0.005,unlikely,0,,,68.414,,adp_espn;adp_yahoo;prior_jugg_salary
204,nfl:gsis:00-0041489,26039,Germie Bernard,WR,PIT,1.5,1.5,1.0,8.6,historical_forward_error_p80:WR,0.005,unlikely,0,,,68.042,,adp_espn;adp_yahoo;prior_jugg_salary
205,nfl:gsis:00-0033553,16447,James Conner,RB,ARI,1.5,1.5,1.0,7.6,historical_forward_error_p80:RB,0.223,long_shot,0,,145.0,44.15,10,adp_espn
206,nfl:gsis:00-0040138,27122,Jaylin Noel,WR,HOU,1.5,1.5,1.0,8.6,historical_forward_error_p80:WR,0.005,unlikely,0,,,66.182,,adp_espn;adp_yahoo;prior_jugg_salary
207,nfl:gsis:00-0039880,26314,Malik Washington,WR,MIA,1.5,1.5,1.0,8.6,historical_forward_error_p80:WR,0.005,unlikely,0,,,66.233,,adp_espn;adp_yahoo;prior_jugg_salary
208,nfl:gsis:00-0038128,23499,Malik Willis,QB,MIA,1.5,1.5,1.0,6.3,historical_forward_error_p80:QB,0.1836,unlikely,0,179.0,142.0,287.951,,prior_jugg_salary
209,nfl:gsis:00-0041511,28127,Omar Cooper Jr.,WR,NYJ,1.5,1.4,1.0,8.6,historical_forward_error_p80:WR,0.005,unlikely,0,,,64.709,,adp_espn;adp_yahoo;prior_jugg_salary
210,nfl:gsis:00-0038104,22913,Tyquan Thornton,WR,KC,1.5,1.5,1.0,8.6,historical_forward_error_p80:WR,0.005,unlikely,0,,,67.554,,adp_espn;adp_yahoo;prior_jugg_salary
211,nfl:gsis:00-0034855,17237,Baker Mayfield,QB,TB,1.4,1.4,1.0,6.1,historical_forward_error_p80:QB,0.2614,long_shot,0,143.0,151.0,307.7,3,
212,nfl:gsis:00-0039150,22900,Bryce Young,QB,CAR,1.4,1.4,1.0,6.2,historical_forward_error_p80:QB,0.1867,unlikely,0,193.0,130.0,278.613,,prior_jugg_salary
213,nfl:gsis:00-0039409,26475,Cam Little,K,JAX,1.4,1.4,1.0,3.9,historical_forward_error_p80:K,0.5059,bubble,1,138.0,183.0,131.47,1,
214,nfl:gsis:00-0041525,26038,Chris Bell,WR,MIA,1.4,1.4,1.0,8.5,historical_forward_error_p80:WR,0.005,unlikely,0,,,62.24,,adp_espn;adp_yahoo;prior_jugg_salary
215,nfl:gsis:00-0041029,26035,Jordyn Tyson,WR,NO,1.4,1.4,1.0,8.5,historical_forward_error_p80:WR,0.3377,long_shot,0,180.0,92.0,69.0,,prior_jugg_salary
216,nfl:gsis:00-0035228,18600,Kyler Murray,QB,MIN,1.4,1.4,1.0,6.2,historical_forward_error_p80:QB,0.3424,long_shot,1,142.0,114.0,303.713,2,
217,nfl:gsis:00-0034753,17269,Mark Andrews,TE,BAL,1.4,1.4,1.0,6.1,historical_forward_error_p80:TE,0.4922,bubble,2,113.0,116.0,107.564,4,
218,nfl:gsis:00-0038563,25337,Tre Tucker,WR,LV,1.4,1.4,1.0,8.5,historical_forward_error_p80:WR,0.0538,unlikely,0,189.0,,91.849,,adp_yahoo;prior_jugg_salary
219,nfl:gsis:00-0039342,26136,Xavier Legette,WR,CAR,1.4,1.4,1.0,8.5,historical_forward_error_p80:WR,0.005,unlikely,0,,,57.906,,adp_espn;adp_yahoo;prior_jugg_salary
220,nfl:gsis:00-0033906,16421,Alvin Kamara,RB,NO,1.3,1.3,1.0,7.3,historical_forward_error_p80:RB,0.3701,long_shot,0,161.0,148.0,85.296,14,
221,nfl:def:CLE,8070,Cleveland Browns,DEF,CLE,1.3,1.3,1.0,3.1,historical_forward_error_p80:DEF,0.2687,long_shot,1,154.0,209.0,100.91,1,
222,nfl:gsis:00-0038621,25304,DeMario Douglas,WR,NE,1.3,1.3,1.0,8.4,historical_forward_error_p80:WR,0.005,unlikely,0,,,51.011,,adp_espn;adp_yahoo;prior_jugg_salary
223,nfl:gsis:00-0033119,15642,Jacoby Brissett,QB,ARI,1.3,1.3,1.0,6.0,historical_forward_error_p80:QB,0.005,unlikely,0,,,250.094,,adp_espn;adp_yahoo;prior_jugg_salary
224,nfl:gsis:00-0037666,23770,Jalen Tolbert,WR,MIA,1.3,1.3,1.0,8.4,historical_forward_error_p80:WR,0.005,unlikely,0,,,50.454,,adp_espn;adp_yahoo;prior_jugg_salary
225,nfl:gsis:00-0037525,22969,Jordan Mason,RB,MIN,1.3,1.3,1.0,7.4,historical_forward_error_p80:RB,0.5204,bubble,2,135.0,119.0,130.729,1,
226,nfl:gsis:00-0037256,23891,Rachaad White,RB,WAS,1.3,1.3,1.0,7.4,historical_forward_error_p80:RB,0.5618,bubble,2,126.0,132.0,125.497,18,
227,nfl:gsis:00-0036550,19794,Rashod Bateman,WR,BAL,1.3,1.3,1.0,8.5,historical_forward_error_p80:WR,0.005,unlikely,0,,,95.421,1,adp_espn;adp_yahoo
228,nfl:gsis:00-0039410,26398,Ryan Flournoy,WR,DAL,1.3,1.3,1.0,8.5,historical_forward_error_p80:WR,0.005,unlikely,0,,,55.379,,adp_espn;adp_yahoo;prior_jugg_salary
229,nfl:def:TB,8290,Tampa Bay Buccaneers,DEF,TB,1.3,1.3,1.0,3.1,historical_forward_error_p80:DEF,0.1789,unlikely,0,,,97.28,23,adp_espn;adp_yahoo
230,nfl:gsis:00-0040737,23091,Terrance Ferguson,TE,LAR,1.3,1.3,1.0,6.0,historical_forward_error_p80:TE,0.1618,unlikely,2,175.0,160.0,83.801,,prior_jugg_salary
231,nfl:gsis:00-0040727,26215,Tre' Harris,WR,LAC,1.3,1.3,1.0,8.5,historical_forward_error_p80:WR,0.005,unlikely,0,,,55.233,,adp_espn;adp_yahoo;prior_jugg_salary
232,nfl:gsis:00-0041044,25419,Zachariah Branch,WR,ATL,1.3,1.3,1.0,8.4,historical_forward_error_p80:WR,0.005,unlikely,0,,,48.869,,adp_espn;adp_yahoo;prior_jugg_salary
233,nfl:gsis:00-0033921,16406,Chris Godwin Jr.,WR,TB,1.2,1.2,1.0,8.3,historical_forward_error_p80:WR,0.4618,bubble,1,136.0,94.0,107.942,1,
234,nfl:gsis:00-0035710,18232,Daniel Jones,QB,IND,1.2,1.2,1.0,5.9,historical_forward_error_p80:QB,0.178,unlikely,1,159.0,159.0,298.081,1,
235,nfl:gsis:00-0032726,15756,Ka'imi Fairbairn,K,HOU,1.2,1.2,1.0,3.7,historical_forward_error_p80:K,0.7535,likely,1,124.0,125.0,144.06,1,
236,nfl:def:KC,8150,Kansas City Chiefs,DEF,KC,1.2,1.2,1.0,3.0,historical_forward_error_p80:DEF,0.2429,long_shot,0,168.0,208.0,92.51,1,
237,nfl:def:SEA,8260,Seattle Seahawks,DEF,SEA,1.2,1.2,1.0,3.0,historical_forward_error_p80:DEF,0.7948,likely,1,101.0,108.0,114.7,1,
238,nfl:gsis:00-0040899,28507,Trey Smack,K,GB,1.2,1.2,1.0,3.7,historical_forward_error_p80:K,0.995,very_likely,,182.0,186.0,126.36,,espn_salary_cap_value;prior_jugg_salary
239,nfl:gsis:00-0038117,22985,Wan'Dale Robinson,WR,TEN,1.2,1.2,1.0,8.4,historical_forward_error_p80:WR,0.3535,long_shot,2,104.0,191.0,99.11,,prior_jugg_salary
240,nfl:gsis:00-0039855,23179,Jalen McMillan,WR,TB,1.1,1.1,1.0,8.3,historical_forward_error_p80:WR,0.1239,unlikely,1,186.0,176.0,87.23,,prior_jugg_salary
241,nfl:gsis:00-0023459,9001,Aaron Rodgers,QB,PIT,1.0,1.0,1.0,5.8,historical_forward_error_p80:QB,0.2069,long_shot,0,204.0,122.0,245.235,1,
242,nfl:gsis:00-0039890,24357,Adonai Mitchell,WR,NYJ,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.005,unlikely,0,,,74.282,1,adp_espn;adp_yahoo
243,nfl:gsis:00-0037746,20094,Brian Robinson Jr.,RB,ATL,1.0,1.0,1.0,7.1,historical_forward_error_p80:RB,0.3585,long_shot,1,171.0,129.0,78.824,2,
244,nfl:def:BUF,8030,Buffalo Bills,DEF,BUF,1.0,1.0,1.0,2.8,historical_forward_error_p80:DEF,0.8685,very_likely,,198.0,189.0,106.68,2,espn_salary_cap_value
245,nfl:gsis:00-0039163,23071,C.J. Stroud,QB,HOU,1.0,1.0,1.0,5.8,historical_forward_error_p80:QB,0.233,long_shot,0,173.0,144.0,284.334,12,
246,nfl:gsis:00-0034837,17258,Calvin Ridley,WR,TEN,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.0685,unlikely,0,188.0,,101.476,2,adp_yahoo
247,nfl:gsis:00-0040676,24755,Cam Ward,QB,TEN,1.0,1.0,1.0,5.8,historical_forward_error_p80:QB,0.1648,unlikely,0,201.0,140.0,252.26,,prior_jugg_salary
248,nfl:def:CHI,8050,Chicago Bears,DEF,CHI,1.0,1.0,1.0,2.8,historical_forward_error_p80:DEF,0.9017,very_likely,,212.0,168.0,104.94,1,espn_salary_cap_value
249,nfl:gsis:00-0033908,16433,Cooper Kupp,WR,SEA,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.2256,long_shot,0,200.0,128.0,77.754,1,
250,nfl:def:DAL,8080,Dallas Cowboys,DEF,DAL,1.0,1.0,1.0,2.8,historical_forward_error_p80:DEF,0.995,very_likely,,177.0,170.0,95.58,1,espn_salary_cap_value
251,nfl:gsis:00-0035535,18706,Darius Slayton,WR,NYG,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.005,unlikely,0,,,64.402,1,adp_espn;adp_yahoo
252,nfl:gsis:00-0041035,28138,De'Zhaun Stribling,WR,SF,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.4749,bubble,4,144.0,113.0,106.489,,prior_jugg_salary
253,nfl:gsis:00-0035719,18244,Deebo Samuel Sr.,WR,SF,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.3646,long_shot,1,122.0,161.0,106.646,3,
254,nfl:gsis:00-0033537,16398,Deshaun Watson,QB,CLE,1.0,1.0,1.0,5.8,historical_forward_error_p80:QB,0.044,unlikely,0,,,145.988,5,adp_espn;adp_yahoo
255,nfl:gsis:00-0041562,28013,Fernando Mendoza,QB,LV,1.0,1.0,1.0,5.8,historical_forward_error_p80:QB,0.2621,long_shot,0,184.0,126.0,207.535,,prior_jugg_salary
256,nfl:gsis:00-0033090,15561,Hunter Henry,TE,NE,1.0,1.0,1.0,5.7,historical_forward_error_p80:TE,0.2406,long_shot,2,140.0,166.0,97.395,1,
257,nfl:gsis:00-0040669,27446,Isaac TeSlaa,WR,DET,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.7201,likely,,,143.0,59.716,,espn_salary_cap_value;adp_espn;prior_jugg_salary
258,nfl:gsis:00-0039923,23018,J.J. McCarthy,QB,MIN,1.0,1.0,1.0,5.8,historical_forward_error_p80:QB,0.005,unlikely,0,227.0,,24.259,,adp_yahoo;prior_jugg_salary
259,nfl:gsis:00-0040870,27337,Ja'Kobi Lane,WR,BAL,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.1923,unlikely,0,185.0,154.0,87.901,,prior_jugg_salary
260,nfl:gsis:00-0037741,23101,Jahan Dotson,WR,ATL,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.0086,unlikely,0,,,57.329,3,adp_espn;adp_yahoo
261,nfl:gsis:00-0033787,16540,Jake Elliott,K,PHI,1.0,1.0,1.0,3.5,historical_forward_error_p80:K,0.995,very_likely,,199.0,171.0,119.81,1,espn_salary_cap_value
262,nfl:gsis:00-0034960,18598,Jakobi Meyers,WR,JAX,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.4161,bubble,3,106.0,178.0,110.435,1,
263,nfl:gsis:00-0036259,19590,Jauan Jennings,WR,MIN,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.1317,unlikely,0,,150.0,85.326,1,adp_espn
264,nfl:gsis:00-0039146,23020,Jayden Reed,WR,GB,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.5401,bubble,3,116.0,124.0,112.713,1,
265,nfl:gsis:00-0036407,19201,Jerry Jeudy,WR,CLE,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.1053,unlikely,0,174.0,,96.58,3,adp_yahoo
266,nfl:gsis:00-0026158,9300,Joe Flacco,QB,CIN,1.0,1.0,1.0,5.8,historical_forward_error_p80:QB,0.005,unlikely,0,263.0,,11.486,,adp_yahoo;prior_jugg_salary
267,nfl:gsis:00-0038994,23107,Jordan Addison,WR,MIN,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.6112,likely,4,108.0,121.0,113.737,2,
268,nfl:gsis:00-0036264,19246,Jordan Love,QB,GB,1.0,1.0,1.0,5.8,historical_forward_error_p80:QB,0.2759,long_shot,0,158.0,138.0,297.308,9,
269,nfl:gsis:00-0038997,24706,Josh Downs,WR,IND,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.4509,bubble,1,131.0,109.0,94.916,1,
270,nfl:gsis:00-0036945,19781,Justin Fields,QB,KC,1.0,1.0,1.0,5.8,historical_forward_error_p80:QB,0.005,unlikely,0,296.0,,13.021,2,adp_yahoo
271,nfl:gsis:00-0041547,27331,KC Concepcion,WR,CLE,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.3339,long_shot,2,139.0,158.0,105.575,,prior_jugg_salary
272,nfl:gsis:00-0030279,11616,Keenan Allen,WR,IND,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.256,long_shot,0,178.0,146.0,83.184,4,
273,nfl:gsis:00-0037261,23748,Khalil Shakir,WR,BUF,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.2893,long_shot,2,117.0,197.0,95.219,1,
274,nfl:gsis:00-0029604,11177,Kirk Cousins,QB,LV,1.0,1.0,1.0,5.8,historical_forward_error_p80:QB,0.005,unlikely,0,328.0,,52.051,1,adp_yahoo
275,nfl:gsis:00-0036972,20156,Mac Jones,QB,SF,1.0,1.0,1.0,5.8,historical_forward_error_p80:QB,0.005,unlikely,0,297.0,,11.49,,adp_yahoo;prior_jugg_salary
276,nfl:gsis:00-0040867,25420,Makai Lemon,WR,PHI,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.4126,bubble,1,137.0,115.0,98.089,,prior_jugg_salary
277,nfl:gsis:00-0040667,26024,Matthew Golden,WR,GB,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.5491,bubble,4,93.0,164.0,104.762,2,
278,nfl:gsis:00-0039917,22973,Michael Penix Jr.,QB,ATL,1.0,1.0,1.0,5.8,historical_forward_error_p80:QB,0.0219,unlikely,0,,,129.793,,adp_espn;adp_yahoo;prior_jugg_salary
279,nfl:gsis:00-0036252,19278,Michael Pittman Jr.,WR,PIT,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.7762,likely,5,80.0,127.0,109.828,8,
280,nfl:gsis:00-0038559,25333,Michael Wilson,WR,ARI,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.7026,likely,3,92.0,102.0,110.423,,prior_jugg_salary
281,nfl:def:MIN,8170,Minnesota Vikings,DEF,MIN,1.0,1.0,1.0,2.8,historical_forward_error_p80:DEF,0.8844,very_likely,,191.0,190.0,116.77,2,espn_salary_cap_value
282,nfl:def:NE,8180,New England Patriots,DEF,NE,1.0,1.0,1.0,2.8,historical_forward_error_p80:DEF,0.4228,bubble,1,149.0,167.0,107.4,1,
283,nfl:def:NYG,8200,New York Giants,DEF,NYG,1.0,1.0,1.0,2.8,historical_forward_error_p80:DEF,0.8807,very_likely,,209.0,174.0,95.26,,espn_salary_cap_value;prior_jugg_salary
284,nfl:gsis:00-0025565,9491,Nick Folk,K,ATL,1.0,1.0,1.0,3.5,historical_forward_error_p80:K,0.995,very_likely,,,177.0,121.06,4,espn_salary_cap_value;adp_espn
285,nfl:def:PHI,8230,Philadelphia Eagles,DEF,PHI,1.0,1.0,1.0,2.8,historical_forward_error_p80:DEF,0.5681,bubble,1,134.0,137.0,106.56,1,
286,nfl:gsis:00-0038544,23123,Quentin Johnston,WR,LAC,1.0,1.0,1.0,8.1,historical_forward_error_p80:WR,0.4992,bubble,3,133.0,112.0,116.322,,prior_jugg_salary
